City,Store Name,Latitude,Longitude,Sales Made,Customer Count,Avg Order Value
Phoenix,Store_394,33.48930325206656,-112.10603168911297,1525,383,3.98
Phoenix,Store_395,33.44966152052058,-112.08269688253523,5648,367,15.39
Phoenix,Store_396,33.40813933925536,-112.08349792009197,1013,280,3.62
Phoenix,Store_397,33.434323336939975,-112.0647049148565,4216,428,9.85
Phoenix,Store_398,33.429614805669644,-112.0840954053863,5356,498,10.76
Phoenix,Store_399,33.47574731256866,-112.11091263392817,8062,352,22.9
Phoenix,Store_400,33.421867403826155,-112.03562903303393,1629,319,5.11
Phoenix,Store_401,33.43148893629892,-112.07912224261686,4432,306,14.48
Phoenix,Store_402,33.44334338352137,-112.06521156288896,8115,50,162.3
Phoenix,Store_403,33.42365277820754,-112.08807492520837,4192,156,26.87
Phoenix,Store_404,33.472040201506566,-112.05761954723782,4568,169,27.03
Phoenix,Store_405,33.478967015295005,-112.06546456356033,2742,439,6.25
Phoenix,Store_406,33.418984121003675,-112.11280803806022,4953,383,12.93
Phoenix,Store_407,33.40410868560893,-112.0708830471999,1281,334,3.84
Phoenix,Store_408,33.46240029668369,-112.10152988230273,6178,374,16.52
Phoenix,Store_409,33.4087308957124,-112.06553292995574,5585,325,17.18
Phoenix,Store_410,33.49706301229588,-112.02748813035639,1125,266,4.23
Phoenix,Store_411,33.46231199378155,-112.037208170548,6342,233,27.22
Phoenix,Store_412,33.44995960285792,-112.07511534197431,8595,343,25.06
Phoenix,Store_413,33.41236512547563,-112.12100264101274,2969,283,10.49
Phoenix,Store_414,33.47168989183413,-112.10776181053376,9320,313,29.78
